"L_Ankle,""L_Elbow"",""L_Hip"",""L_knee"",""L_Sholder"",""L_Wrest"",""Neck"",""Noze"",""R_Ankle"",""R_Elbow"",""R_Hip"",""R_Knee"",""R_Sholder"",""R_Wrest"""

"(-1.7154165506362915, -4.108443260192871),""(-0.04990530386567116, 0.18737977743148804)"",""(-1.3801891803741455, -0.9489216804504395)"",""(-1.441068172454834, -2.4936461448669434)"",""(-0.8324301242828369, 0.8617354035377502)"",""(0.23982743918895721, 0.7556147575378418)"",""(-1.0378646850585938, 0.8657001852989197)"",""(-0.5181578993797302, 1.476581335067749)"",""(-1.4201666116714478, -4.369168281555176)"",""(-0.4045906662940979, -0.08418767154216766)"",""(-1.5965588092803955, -0.9651612043380737)"",""(-1.245612382888794, -2.586225986480713)"",""(-1.241361141204834, 0.7652444839477539)"",""(0.25810500979423523, 0.732781171798706)"""
"(-1.714500069618225, -4.1057868003845215),""(-0.05279320850968361, 0.19679008424282074)"",""(-1.3789514303207397, -0.947232723236084)"",""(-1.440392255783081, -2.493136405944824)"",""(-0.8351792693138123, 0.8660167455673218)"",""(0.23432867228984833, 0.7666122913360596)"",""(-1.0441365242004395, 0.8754590153694153)"",""(-0.520203709602356, 1.485643744468689)"",""(-1.446555256843567, -4.376958847045898)"",""(-0.40342774987220764, -0.07836249470710754)"",""(-1.5972824096679688, -0.9636319875717163)"",""(-1.2660300731658936, -2.5925073623657227)"",""(-1.2476451396942139, 0.7739179730415344)"",""(0.2510421574115753, 0.7370547652244568)"""
"(-1.7141964435577393, -4.1048383712768555),""(-0.05641976743936539, 0.20255497097969055)"",""(-1.3777663707733154, -0.9456154704093933)"",""(-1.439612627029419, -2.4927189350128174)"",""(-0.8382487893104553, 0.8675486445426941)"",""(0.2298266589641571, 0.7756162881851196)"",""(-1.0504534244537354, 0.8829691410064697)"",""(-0.521254301071167, 1.493015170097351)"",""(-1.470644235610962, -4.386000633239746)"",""(-0.40243062376976013, -0.07351403683423996)"",""(-1.5978244543075562, -0.962486982345581)"",""(-1.2864478826522827, -2.598694086074829)"",""(-1.2537938356399536, 0.7772079110145569)"",""(0.2489522248506546, 0.7366645336151123)"""
"(-1.7152029275894165, -4.106342315673828),""(-0.0608203262090683, 0.2045125812292099)"",""(-1.3766441345214844, -0.9440842270851135)"",""(-1.4387216567993164, -2.492384672164917)"",""(-0.841740608215332, 0.8669442534446716)"",""(0.2262217253446579, 0.7828261256217957)"",""(-1.056815505027771, 0.8885663151741028)"",""(-0.5216414332389832, 1.4979697465896606)"",""(-1.4924077987670898, -4.395857810974121)"",""(-0.4015866219997406, -0.06954076141119003)"",""(-1.598164439201355, -0.961768627166748)"",""(-1.3052101135253906, -2.6043195724487305)"",""(-1.2597326040267944, 0.7770811915397644)"",""(0.24706116318702698, 0.7355448007583618)"""
"(-1.7178560495376587, -4.1103081703186035),""(-0.06599006801843643, 0.20221702754497528)"",""(-1.3755954504013062, -0.9426531791687012)"",""(-1.4377121925354004, -2.492124319076538)"",""(-0.8456742763519287, 0.8653037548065186)"",""(0.22341419756412506, 0.7884413003921509)"",""(-1.0631777048110962, 0.8930889368057251)"",""(-0.5216966867446899, 1.4997825622558594)"",""(-1.5118193626403809, -4.406093597412109)"",""(-0.40088286995887756, -0.06634118407964706)"",""(-1.5982822179794312, -0.9615196585655212)"",""(-1.3206614255905151, -2.6089155673980713)"",""(-1.2654348611831665, 0.7767372131347656)"",""(0.24535906314849854, 0.7337726354598999)"""
"(-1.7216072082519531, -4.115914344787598),""(-0.07176346331834793, 0.19606493413448334)"",""(-1.3746309280395508, -0.9413369297981262)"",""(-1.4365766048431396, -2.4919285774230957)"",""(-0.8500486612319946, 0.8628861904144287)"",""(0.22130438685417175, 0.7926608324050903)"",""(-1.0694835186004639, 0.8966660499572754)"",""(-0.520459771156311, 1.4940522909164429)"",""(-1.528852939605713, -4.416273593902588)"",""(-0.40030673146247864, -0.06381377577781677)"",""(-1.5963683128356934, -0.9625042676925659)"",""(-1.3311463594436646, -2.612016201019287)"",""(-1.270885705947876, 0.7762302756309509)"",""(0.2438359558582306, 0.7314245700836182)"""
"(-1.725907325744629, -4.122341156005859),""(-0.07793481647968292, 0.18715818226337433)"",""(-1.3737609386444092, -0.9401496648788452)"",""(-1.4353076219558716, -2.491788387298584)"",""(-0.8548627495765686, 0.8599505424499512)"",""(0.2197926640510559, 0.7956843376159668)"",""(-1.0756762027740479, 0.8994269371032715)"",""(-0.5172053575515747, 1.4779964685440063)"",""(-1.5434821844100952, -4.425961971282959)"",""(-0.3998453617095947, -0.06185704842209816)"",""(-1.5911203622817993, -0.9652522206306458)"",""(-1.3350090980529785, -2.6131534576416016)"",""(-1.2760703563690186, 0.7756147384643555)"",""(0.24248188734054565, 0.7285774946212769)"""
"(-1.7302073240280151, -4.128767967224121),""(-0.08429841697216034, 0.17659862339496613)"",""(-1.3729958534240723, -0.9391056895256042)"",""(-1.433897852897644, -2.491694688796997)"",""(-0.8601155877113342, 0.8567558526992798)"",""(0.2187792956829071, 0.7977110147476196)"",""(-1.081699013710022, 0.9015007615089417)"",""(-0.5126176476478577, 1.4533181190490723)"",""(-1.5556809902191162, -4.434722900390625)"",""(-0.39948609471321106, -0.06036948785185814)"",""(-1.5832792520523071, -0.969454824924469)"",""(-1.3342490196228027, -2.6113834381103516)"",""(-1.2809741497039795, 0.7749449014663696)"",""(0.24128693342208862, 0.7253081798553467)"""
"(-1.7339584827423096, -4.134374618530273),""(-0.0906485766172409, 0.1654881238937378)"",""(-1.3723464012145996, -0.938219428062439)"",""(-1.4323396682739258, -2.491637706756592)"",""(-0.8658059239387512, 0.8535612225532532)"",""(0.2181646227836609, 0.7989403605461121)"",""(-1.0874954462051392, 0.9030167460441589)"",""(-0.507381021976471, 1.4217197895050049)"",""(-1.5654231309890747, -4.44212007522583)"",""(-0.39921608567237854, -0.05924959480762482)"",""(-1.5735859870910645, -0.9748035073280334)"",""(-1.3319501876831055, -2.6067166328430176)"",""(-1.2855823040008545, 0.774275004863739)"",""(0.2402411252260208, 0.7216933369636536)"""
"(-1.7366118431091309, -4.138339519500732),""(-0.09677958488464355, 0.1549285650253296)"",""(-1.3718229532241821, -0.9375052452087402)"",""(-1.4306259155273438, -2.4916083812713623)"",""(-0.8719329237937927, 0.8506255745887756)"",""(0.217849001288414, 0.799571692943573)"",""(-1.0930087566375732, 0.9041039943695068)"",""(-0.502179741859436, 1.384904384613037)"",""(-1.572682499885559, -4.447718620300293)"",""(-0.3990226089954376, -0.05839584767818451)"",""(-1.5627814531326294, -0.9809894561767578)"",""(-1.328083872795105, -2.6001193523406982)"",""(-1.2898800373077393, 0.7736594676971436)"",""(0.2393345683813095, 0.7178098559379578)"""
"(-1.7376182079315186, -4.139843940734863),""(-0.10248574614524841, 0.14602181315422058)"",""(-1.3714361190795898, -0.936977207660675)"",""(-1.4287489652633667, -2.4915974140167236)"",""(-0.8784953951835632, 0.8482080698013306)"",""(0.21773271262645721, 0.7998042106628418)"",""(-1.0981820821762085, 0.9048919081687927)"",""(-0.4976876974105835, 1.3448165655136108)"",""(-1.57749342918396, -4.451234817504883)"",""(-0.39889293909072876, -0.05770673602819443)"",""(-1.551606297492981, -0.9877040386199951)"",""(-1.3226219415664673, -2.5925564765930176)"",""(-1.2938525676727295, 0.7731525301933289)"",""(0.23855724930763245, 0.7137343287467957)"""
"(-1.73752760887146, -4.139437675476074),""(-0.10756134986877441, 0.13986971974372864)"",""(-1.3711963891983032, -0.9366499185562134)"",""(-1.426701545715332, -2.491595983505249)"",""(-0.8854923844337463, 0.8465675115585327)"",""(0.21771608293056488, 0.7998374700546265)"",""(-1.1029592752456665, 0.9055094122886658)"",""(-0.49453678727149963, 1.304368257522583)"",""(-1.5801324844360352, -4.452994346618652)"",""(-0.39881426095962524, -0.057080790400505066)"",""(-1.5408016443252563, -0.9946386814117432)"",""(-1.3155362606048584, -2.5849931240081787)"",""(-1.2974852323532104, 0.7728085517883301)"",""(0.2378992736339569, 0.7095437049865723)"""
"(-1.7368937730789185, -4.138367176055908),""(-0.11180070787668228, 0.13757416605949402)"",""(-1.3711140155792236, -0.9365376830101013)"",""(-1.4181480407714844, -2.4935476779937744)"",""(-0.8929227590560913, 0.8459631204605103)"",""(0.21936649084091187, 0.7968184947967529)"",""(-1.1072832345962524, 0.9060858488082886)"",""(-0.4933483898639679, 1.2667129039764404)"",""(-1.5809372663497925, -4.453474521636963)"",""(-0.3987738788127899, -0.05641645938158035)"",""(-1.5311083793640137, -1.0014845132827759)"",""(-1.306797981262207, -2.5783956050872803)"",""(-1.3007630109786987, 0.7726818323135376)"",""(0.2373506873846054, 0.7053146362304688)"""
"(-1.7351731061935425, -4.136853218078613),""(-0.11513439565896988, 0.13965101540088654)"",""(-1.3712972402572632, -0.9393648505210876)"",""(-1.400056004524231, -2.498426914215088)"",""(-0.9006908535957336, 0.8500696420669556)"",""(0.22349251806735992, 0.7887932062149048)"",""(-1.1110972166061401, 0.9067503213882446)"",""(-0.49338841438293457, 1.2343953847885132)"",""(-1.575270175933838, -4.452387809753418)"",""(-0.39875897765159607, -0.05561225861310959)"",""(-1.523267388343811, -1.0079329013824463)"",""(-1.2963790893554688, -2.5737290382385254)"",""(-1.3036656379699707, 0.7734333872795105)"",""(0.23690156638622284, 0.7011240124702454)"""
"(-1.7318223714828491, -4.13511848449707),""(-0.1180381178855896, 0.14513061940670013)"",""(-1.3725799322128296, -0.9461027979850769)"",""(-1.3773726224899292, -2.504769802093506)"",""(-0.9083223938941956, 0.8606334328651428)"",""(0.22885635495185852, 0.7773091197013855)"",""(-1.1143450736999512, 0.9076322317123413)"",""(-0.4934982359409332, 1.2075254917144775)"",""(-1.5696030855178833, -4.44942045211792)"",""(-0.39875686168670654, -0.054566673934459686)"",""(-1.5180193185806274, -1.0136752128601074)"",""(-1.2842512130737305, -2.5719590187072754)"",""(-1.3061500787734985, 0.7755818963050842)"",""(0.23654191195964813, 0.6970484852790833)"""
"(-1.7262983322143555, -4.133383274078369),""(-0.12112385034561157, 0.15288662910461426)"",""(-1.3760614395141602, -0.9541361927986145)"",""(-1.3550450801849365, -2.511112928390503)"",""(-0.915248453617096, 0.8750208616256714)"",""(0.23422017693519592, 0.7639136910438538)"",""(-1.1169698238372803, 0.9088605046272278)"",""(-0.4936622977256775, 1.1856034994125366)"",""(-1.5708268880844116, -4.444972515106201)"",""(-0.398945152759552, -0.05319790542125702)"",""(-1.5161054134368896, -1.0184028148651123)"",""(-1.2710648775100708, -2.5764710903167725)"",""(-1.3081673383712769, 0.7789678573608398)"",""(0.23626179993152618, 0.6931650042533875)"""
"(-1.71805739402771, -4.131869792938232),""(-0.12500357627868652, 0.16179269552230835)"",""(-1.3830862045288086, -0.9613000154495239)"",""(-1.3380205631256104, -2.5159921646118164)"",""(-0.9208999872207642, 0.8905985355377197)"",""(0.23834620416164398, 0.7501543760299683)"",""(-1.1189147233963013, 0.9105644822120667)"",""(-0.493865042924881, 1.16813063621521)"",""(-1.5742106437683105, -4.4392828941345215)"",""(-0.40001362562179565, -0.051502980291843414)"",""(-1.517946720123291, -1.021891713142395)"",""(-1.2601864337921143, -2.584850788116455)"",""(-1.3096686601638794, 0.7834319472312927)"",""(0.23605132102966309, 0.6895501613616943)"""
"(-1.7065563201904297, -4.130799293518066),""(-0.13028931617736816, 0.17072242498397827)"",""(-1.3933976888656616, -0.9672298431396484)"",""(-1.3312463760375977, -2.517943859100342)"",""(-0.9247081875801086, 0.9047327041625977)"",""(0.23999662697315216, 0.7375786304473877)"",""(-1.1201231479644775, 0.9128733277320862)"",""(-0.49409112334251404, 1.1546071767807007)"",""(-1.5793219804763794, -4.4325480461120605)"",""(-0.4027179777622223, -0.04949861392378807)"",""(-1.5227996110916138, -1.0242571830749512)"",""(-1.2556613683700562, -2.589362859725952)"",""(-1.3106051683425903, 0.7888147234916687)"",""(0.23590050637722015, 0.6862808465957642)"""
"(-1.6912518739700317, -4.130393028259277),""(-0.13759297132492065, 0.17854948341846466)"",""(-1.4056944847106934, -0.9720117449760437)"",""(-1.3319401741027832, -2.517272710800171)"",""(-0.9261040091514587, 0.9147897958755493)"",""(0.23970159888267517, 0.7274219989776611)"",""(-1.120538592338562, 0.9159162044525146)"",""(-0.4943248927593231, 1.1445339918136597)"",""(-1.5857292413711548, -4.424966335296631)"",""(-0.4078137278556824, -0.047201529145240784)"",""(-1.529657006263733, -1.0256990194320679)"",""(-1.2706419229507446, -2.5866079330444336)"",""(-1.3109283447265625, 0.7949568033218384)"",""(0.2357994168996811, 0.6834337711334229)"""
"(-1.6568299531936646, -4.151435852050781),""(-0.14681695401668549, 0.18458327651023865)"",""(-1.4186744689941406, -0.975731611251831)"",""(-1.3338714838027954, -2.5153613090515137)"",""(-0.922764003276825, 0.9190986156463623)"",""(0.23892377316951752, 0.7196720242500305)"",""(-1.120175838470459, 0.9197875261306763)"",""(-0.4945509433746338, 1.1374119520187378)"",""(-1.5930005311965942, -4.4167351722717285)"",""(-0.4158369302749634, -0.04461797699332237)"",""(-1.5375123023986816, -1.02641761302948)"",""(-1.3048007488250732, -2.579653263092041)"",""(-1.310599446296692, 0.8017171025276184)"",""(0.23573808372020721, 0.6810857057571411)"""
"(-1.6311016082763672, -4.172477722167969),""(-0.15502500534057617, 0.18987640738487244)"",""(-1.4310358762741089, -0.9784752130508423)"",""(-1.3368154764175415, -2.512362480163574)"",""(-0.9163810014724731, 0.9198370575904846)"",""(0.23782409727573395, 0.7140043377876282)"",""(-1.1191158294677734, 0.9244429469108582)"",""(-0.49475374817848206, 1.1327418088912964)"",""(-1.6007037162780762, -4.408052921295166)"",""(-0.4264455735683441, -0.04171229898929596)"",""(-1.5453588962554932, -1.026612639427185)"",""(-1.3419634103775024, -2.5704643726348877)"",""(-1.3096431493759155, 0.809028148651123)"",""(0.23570659756660461, 0.6793135404586792)"""
